대상,정격용량,년,월,일,시,인버터출력,경사일사량,수평일사량,표면온도,주위온도,y
경기도연성,1490,2018,1,1,0,0,0,0,1,3,0
경기도연성,1490,2018,1,1,1,0,0,0,-1,1,0
경기도연성,1490,2018,1,1,2,0,0,0,-3,0,0
경기도연성,1490,2018,1,1,3,0,16,0,-3,0,0
경기도연성,1490,2018,1,1,4,0,0,0,-3,0,0
경기도연성,1490,2018,1,1,5,0,0,0,-3,-1,0
경기도연성,1490,2018,1,1,6,0,0,0,-4,-1,0
경기도연성,1490,2018,1,1,7,0,0,0,-3,-1,0
경기도연성,1490,2018,1,1,8,9,21,0,-3,-1,0
경기도연성,1490,2018,1,1,9,155,127,0,9,3,0
경기도연성,1490,2018,1,1,10,297,141,57,18,7,1
경기도연성,1490,2018,1,1,11,823,186,76,22,9,1
경기도연성,1490,2018,1,1,12,972,191,67,25,10,0
경기도연성,1490,2018,1,1,13,914,179,79,24,11,1
경기도연성,1490,2018,1,1,14,586,86,55,14,8,1
경기도연성,1490,2018,1,1,15,527,81,50,12,8,1
경기도연성,1490,2018,1,1,16,241,47,19,8,7,0
경기도연성,1490,2018,1,1,17,24,16,0,3,5,0
경기도연성,1490,2018,1,1,18,0,0,0,0,3,0
경기도연성,1490,2018,1,1,19,0,0,0,-1,2,0
경기도연성,1490,2018,1,1,20,0,16,0,-1,2,0
경기도연성,1490,2018,1,1,21,0,0,0,-1,2,0
경기도연성,1490,2018,1,1,22,0,16,0,-2,1,0
경기도연성,1490,2018,1,1,23,0,0,0,-1,1,0
경기도연성,1490,2018,1,2,0,0,0,0,-2,1,0
경기도연성,1490,2018,1,2,1,0,16,0,-1,1,0
경기도연성,1490,2018,1,2,2,0,33,0,-2,1,0
경기도연성,1490,2018,1,2,3,0,35,0,-2,1,0
경기도연성,1490,2018,1,2,4,0,19,0,-2,1,0
경기도연성,1490,2018,1,2,5,0,0,0,-2,0,0
경기도연성,1490,2018,1,2,6,0,0,0,-1,0,0
경기도연성,1490,2018,1,2,7,0,0,0,-1,0,0
경기도연성,1490,2018,1,2,8,5,21,0,-1,1,0
경기도연성,1490,2018,1,2,9,127,38,0,2,2,0
경기도연성,1490,2018,1,2,10,311,139,23,8,4,1
경기도연성,1490,2018,1,2,11,576,115,50,11,6,1
경기도연성,1490,2018,1,2,12,692,100,59,12,6,1
경기도연성,1490,2018,1,2,13,496,124,52,12,7,1
경기도연성,1490,2018,1,2,14,537,88,74,12,6,0
경기도연성,1490,2018,1,2,15,399,69,21,10,6,1
경기도연성,1490,2018,1,2,16,174,79,0,7,6,0
경기도연성,1490,2018,1,2,17,18,19,0,3,4,0
경기도연성,1490,2018,1,2,18,0,16,0,1,3,0
경기도연성,1490,2018,1,2,19,0,0,0,1,3,0
경기도연성,1490,2018,1,2,20,0,0,0,2,3,0
경기도연성,1490,2018,1,2,21,0,14,0,2,2,0
경기도연성,1490,2018,1,2,22,0,0,0,1,1,0
경기도연성,1490,2018,1,2,23,0,0,0,0,1,0
경기도연성,1490,2018,1,3,0,0,0,0,-1,0,0
경기도연성,1490,2018,1,3,1,0,0,0,-1,0,0
경기도연성,1490,2018,1,3,2,0,0,0,-2,0,0
경기도연성,1490,2018,1,3,3,0,0,0,-2,-1,0
경기도연성,1490,2018,1,3,4,0,0,0,-4,-2,0
경기도연성,1490,2018,1,3,5,0,0,0,-3,-1,0
경기도연성,1490,2018,1,3,6,0,16,0,-4,-2,0
경기도연성,1490,2018,1,3,7,0,0,0,-5,-2,0
경기도연성,1490,2018,1,3,8,10,0,16,-3,-2,0
경기도연성,1490,2018,1,3,9,170,71,21,7,1,0
경기도연성,1490,2018,1,3,10,326,115,64,14,3,1
경기도연성,1490,2018,1,3,11,986,206,83,16,4,1
경기도연성,1490,2018,1,3,12,1122,232,98,20,7,0
경기도연성,1490,2018,1,3,13,1063,167,103,17,5,1
경기도연성,1490,2018,1,3,14,916,163,71,15,6,1
경기도연성,1490,2018,1,3,15,633,141,47,11,4,1
경기도연성,1490,2018,1,3,16,245,74,16,6,3,0
경기도연성,1490,2018,1,3,17,14,23,0,1,2,0
경기도연성,1490,2018,1,3,18,0,16,0,-2,1,0
경기도연성,1490,2018,1,3,19,0,0,0,-2,0,0
경기도연성,1490,2018,1,3,20,0,16,0,-3,-1,0
경기도연성,1490,2018,1,3,21,0,28,0,-1,0,0
경기도연성,1490,2018,1,3,22,0,14,0,-1,0,0
경기도연성,1490,2018,1,3,23,0,16,0,-2,-1,0
경기도연성,1490,2018,1,4,0,0,0,0,-2,-1,0
경기도연성,1490,2018,1,4,1,0,0,0,-4,-2,0
경기도연성,1490,2018,1,4,2,0,16,0,-4,-3,0
경기도연성,1490,2018,1,4,3,0,31,0,-5,-3,0
경기도연성,1490,2018,1,4,4,0,16,0,-5,-3,0
경기도연성,1490,2018,1,4,5,0,14,0,-3,-2,0
경기도연성,1490,2018,1,4,6,0,0,0,-4,-3,0
경기도연성,1490,2018,1,4,7,0,26,0,-5,-3,0
경기도연성,1490,2018,1,4,8,2,0,0,-5,-4,0
경기도연성,1490,2018,1,4,9,134,93,16,1,-1,0
경기도연성,1490,2018,1,4,10,302,67,14,11,3,1
경기도연성,1490,2018,1,4,11,831,203,57,12,3,0
경기도연성,1490,2018,1,4,12,994,153,83,14,4,1
경기도연성,1490,2018,1,4,13,588,107,57,13,4,1
경기도연성,1490,2018,1,4,14,341,67,45,7,3,1
경기도연성,1490,2018,1,4,15,171,59,0,4,2,0
경기도연성,1490,2018,1,4,16,106,23,0,4,3,0
경기도연성,1490,2018,1,4,17,13,43,0,2,2,0
경기도연성,1490,2018,1,4,18,0,0,0,1,2,0
경기도연성,1490,2018,1,4,19,0,0,0,1,2,0
경기도연성,1490,2018,1,4,20,0,0,0,0,1,0
경기도연성,1490,2018,1,4,21,0,0,0,-1,0,0
경기도연성,1490,2018,1,4,22,0,16,0,-2,0,0
경기도연성,1490,2018,1,4,23,0,14,0,-1,0,0
경기도연성,1490,2018,1,5,0,0,0,0,-1,0,0
경기도연성,1490,2018,1,5,1,0,0,0,-2,-1,0
경기도연성,1490,2018,1,5,2,0,0,0,-3,-1,0
경기도연성,1490,2018,1,5,3,0,11,0,-3,-2,0
경기도연성,1490,2018,1,5,4,0,19,0,-2,-1,0
경기도연성,1490,2018,1,5,5,0,19,0,-3,-1,0
경기도연성,1490,2018,1,5,6,0,11,0,-3,-1,0
경기도연성,1490,2018,1,5,7,0,0,0,-3,-2,0
경기도연성,1490,2018,1,5,8,5,23,0,-3,-2,0
경기도연성,1490,2018,1,5,9,131,100,0,1,0,0
경기도연성,1490,2018,1,5,10,320,119,33,15,6,1
경기도연성,1490,2018,1,5,11,839,177,76,18,6,1
경기도연성,1490,2018,1,5,12,1119,203,107,23,9,0
경기도연성,1490,2018,1,5,13,1041,230,105,20,7,1
경기도연성,1490,2018,1,5,14,894,177,74,16,6,1
경기도연성,1490,2018,1,5,15,582,119,47,10,5,1
경기도연성,1490,2018,1,5,16,209,52,19,5,4,0
경기도연성,1490,2018,1,5,17,24,64,0,1,2,0
경기도연성,1490,2018,1,5,18,0,57,0,-1,1,0
경기도연성,1490,2018,1,5,19,0,0,0,-2,0,0
경기도연성,1490,2018,1,5,20,0,0,0,-3,0,0
경기도연성,1490,2018,1,5,21,0,0,0,-3,-1,0
경기도연성,1490,2018,1,5,22,0,0,0,-3,0,0
경기도연성,1490,2018,1,5,23,0,0,0,-2,0,0
경기도연성,1490,2018,1,6,0,0,11,0,-2,0,0
경기도연성,1490,2018,1,6,1,0,0,0,-3,-1,0
경기도연성,1490,2018,1,6,2,0,0,0,-4,-2,0
경기도연성,1490,2018,1,6,3,0,0,0,-5,-2,0
경기도연성,1490,2018,1,6,4,0,16,0,-6,-3,0
경기도연성,1490,2018,1,6,5,0,0,0,-6,-2,0
경기도연성,1490,2018,1,6,6,0,31,0,-5,-3,0
경기도연성,1490,2018,1,6,7,0,0,0,-5,-2,0
경기도연성,1490,2018,1,6,8,9,11,0,-4,-3,0
경기도연성,1490,2018,1,6,9,173,107,0,7,2,0
경기도연성,1490,2018,1,6,10,277,153,50,17,5,0
경기도연성,1490,2018,1,6,11,926,141,71,21,7,1
경기도연성,1490,2018,1,6,12,1114,172,98,20,7,1
경기도연성,1490,2018,1,6,13,1085,225,86,21,7,1
경기도연성,1490,2018,1,6,14,852,182,86,18,7,0
경기도연성,1490,2018,1,6,15,626,143,57,15,7,1
경기도연성,1490,2018,1,6,16,259,148,19,10,6,0
경기도연성,1490,2018,1,6,17,24,74,0,3,4,0
경기도연성,1490,2018,1,6,18,0,0,0,-1,2,0
경기도연성,1490,2018,1,6,19,0,21,0,-2,1,0
경기도연성,1490,2018,1,6,20,0,0,0,-3,1,0
경기도연성,1490,2018,1,6,21,0,23,0,-2,0,0
경기도연성,1490,2018,1,6,22,0,23,0,-3,0,0
경기도연성,1490,2018,1,6,23,0,0,0,-1,0,0
경기도연성,1490,2018,1,7,0,0,0,0,-3,0,0
경기도연성,1490,2018,1,7,1,0,0,0,-2,-1,0
경기도연성,1490,2018,1,7,2,0,19,0,-2,0,0
경기도연성,1490,2018,1,7,3,0,21,0,-4,-1,0
경기도연성,1490,2018,1,7,4,0,0,0,-3,-1,0
경기도연성,1490,2018,1,7,5,0,0,0,-3,-1,0
경기도연성,1490,2018,1,7,6,0,0,0,-4,-2,0
경기도연성,1490,2018,1,7,7,0,0,0,-4,-2,0
경기도연성,1490,2018,1,7,8,0,0,14,-3,-2,0
경기도연성,1490,2018,1,7,9,161,98,0,5,2,0
경기도연성,1490,2018,1,7,10,308,52,11,8,4,1
경기도연성,1490,2018,1,7,11,392,59,28,11,5,1
경기도연성,1490,2018,1,7,12,195,33,11,9,6,0
경기도연성,1490,2018,1,7,13,314,91,45,10,6,1
경기도연성,1490,2018,1,7,14,264,45,0,10,7,0
경기도연성,1490,2018,1,7,15,195,38,16,8,6,0
경기도연성,1490,2018,1,7,16,60,69,0,8,7,0
경기도연성,1490,2018,1,7,17,16,16,0,6,6,0
경기도연성,1490,2018,1,7,18,0,0,0,4,5,0
경기도연성,1490,2018,1,7,19,0,19,0,4,5,0
경기도연성,1490,2018,1,7,20,0,19,0,4,4,0
경기도연성,1490,2018,1,7,21,0,0,0,4,4,0
경기도연성,1490,2018,1,7,22,0,16,0,3,4,0
경기도연성,1490,2018,1,7,23,0,0,0,4,4,0
경기도연성,1490,2018,1,8,0,0,16,0,4,4,0
경기도연성,1490,2018,1,8,1,0,0,0,4,4,0
경기도연성,1490,2018,1,8,2,0,0,0,4,4,0
경기도연성,1490,2018,1,8,3,0,0,0,4,4,0
경기도연성,1490,2018,1,8,4,0,0,0,4,4,0
경기도연성,1490,2018,1,8,5,0,0,0,4,4,0
경기도연성,1490,2018,1,8,6,0,0,0,4,4,0
경기도연성,1490,2018,1,8,7,0,0,0,4,4,0
경기도연성,1490,2018,1,8,8,1,0,0,3,4,0
경기도연성,1490,2018,1,8,9,124,16,0,6,5,0
경기도연성,1490,2018,1,8,10,205,95,19,13,8,0
경기도연성,1490,2018,1,8,11,227,38,21,10,7,0
경기도연성,1490,2018,1,8,12,223,45,23,11,8,0
경기도연성,1490,2018,1,8,13,154,40,11,9,7,0
경기도연성,1490,2018,1,8,14,227,100,19,11,8,0
경기도연성,1490,2018,1,8,15,155,95,16,12,8,0
경기도연성,1490,2018,1,8,16,42,45,0,8,7,0
경기도연성,1490,2018,1,8,17,0,19,0,5,5,0
경기도연성,1490,2018,1,8,18,0,0,0,4,4,0
경기도연성,1490,2018,1,8,19,0,0,0,5,5,0
경기도연성,1490,2018,1,8,20,0,11,0,5,6,0
경기도연성,1490,2018,1,8,21,0,0,0,4,4,0
경기도연성,1490,2018,1,8,22,0,0,0,3,5,0
경기도연성,1490,2018,1,8,23,0,0,0,3,4,0
경기도연성,1490,2018,1,9,0,0,0,0,2,2,0
경기도연성,1490,2018,1,9,1,0,0,0,2,3,0
경기도연성,1490,2018,1,9,2,0,19,0,1,2,0
경기도연성,1490,2018,1,9,3,0,0,0,0,1,0
경기도연성,1490,2018,1,9,4,0,0,0,-1,1,0
경기도연성,1490,2018,1,9,5,0,0,0,-2,0,0
경기도연성,1490,2018,1,9,6,0,0,0,-3,-1,0
경기도연성,1490,2018,1,9,7,0,0,0,-2,0,0
경기도연성,1490,2018,1,9,8,4,26,0,-1,0,0
경기도연성,1490,2018,1,9,9,127,98,0,3,1,0
경기도연성,1490,2018,1,9,10,320,203,43,9,2,1
경기도연성,1490,2018,1,9,11,931,170,64,9,3,1
경기도연성,1490,2018,1,9,12,492,189,98,13,4,1
경기도연성,1490,2018,1,9,13,1169,191,115,17,5,1
경기도연성,1490,2018,1,9,14,712,110,23,8,3,1
경기도연성,1490,2018,1,9,15,296,131,43,6,3,0
경기도연성,1490,2018,1,9,16,402,115,43,6,3,1
경기도연성,1490,2018,1,9,17,32,81,0,1,2,0
경기도연성,1490,2018,1,9,18,0,26,0,-2,1,0
경기도연성,1490,2018,1,9,19,0,0,0,-4,-1,0
경기도연성,1490,2018,1,9,21,0,0,0,-1,0,0
경기도연성,1490,2018,1,9,22,0,0,0,0,1,0
경기도연성,1490,2018,1,9,23,0,16,0,0,1,0
경기도연성,1490,2018,1,10,1,0,0,0,-1,-1,0
경기도연성,1490,2018,1,10,2,0,14,0,-1,-1,0
경기도연성,1490,2018,1,10,3,0,26,0,-2,-1,0
경기도연성,1490,2018,1,10,4,0,0,0,-3,-1,0
경기도연성,1490,2018,1,10,5,0,16,0,-5,-3,0
경기도연성,1490,2018,1,10,6,0,14,0,-6,-3,0
경기도연성,1490,2018,1,10,7,0,0,0,-4,-2,0
경기도연성,1490,2018,1,10,8,0,0,0,-4,-2,0
경기도연성,1490,2018,1,10,9,55,91,28,1,-1,0
경기도연성,1490,2018,1,10,10,125,122,45,5,1,0
경기도연성,1490,2018,1,10,11,920,196,71,10,1,1
경기도연성,1490,2018,1,10,12,1204,213,93,11,1,1
경기도연성,1490,2018,1,10,13,1162,222,107,11,2,1
경기도연성,1490,2018,1,10,14,942,191,88,9,2,1
경기도연성,1490,2018,1,10,15,673,117,55,5,0,1
경기도연성,1490,2018,1,10,16,305,47,19,2,0,1
경기도연성,1490,2018,1,10,17,28,119,0,-2,-1,0
경기도연성,1490,2018,1,10,18,0,14,0,-4,-3,0
경기도연성,1490,2018,1,10,19,0,16,0,-5,-3,0
경기도연성,1490,2018,1,10,20,0,16,0,-5,-3,0
경기도연성,1490,2018,1,10,21,0,0,0,-5,-4,0
경기도연성,1490,2018,1,10,22,0,0,0,-5,-4,0
경기도연성,1490,2018,1,10,23,0,19,0,-6,-4,0
경기도연성,1490,2018,1,11,0,0,0,0,-6,-5,0
경기도연성,1490,2018,1,11,1,0,0,0,-5,-4,0
경기도연성,1490,2018,1,11,2,0,23,0,-6,-5,0
경기도연성,1490,2018,1,11,3,0,0,0,-6,-5,0
경기도연성,1490,2018,1,11,4,0,0,0,-7,-5,0
경기도연성,1490,2018,1,11,5,0,0,0,-9,-6,0
경기도연성,1490,2018,1,11,6,0,0,0,-7,-5,0
경기도연성,1490,2018,1,11,7,0,11,0,-9,-6,0
경기도연성,1490,2018,1,11,8,12,19,0,-9,-7,0
경기도연성,1490,2018,1,11,9,174,93,0,0,-4,0
경기도연성,1490,2018,1,11,10,309,136,23,7,-2,1
경기도연성,1490,2018,1,11,11,1041,167,93,10,-1,1
경기도연성,1490,2018,1,11,12,1147,234,88,10,-1,1
경기도연성,1490,2018,1,11,13,1152,201,93,10,-1,1
경기도연성,1490,2018,1,11,14,1039,172,107,9,-1,1
경기도연성,1490,2018,1,11,15,731,136,74,3,-3,1
경기도연성,1490,2018,1,11,16,293,83,23,0,-3,0
경기도연성,1490,2018,1,11,17,29,26,0,-5,-4,0
경기도연성,1490,2018,1,11,18,0,0,0,-6,-5,0
경기도연성,1490,2018,1,11,19,0,0,0,-6,-5,0
경기도연성,1490,2018,1,11,20,0,23,0,-7,-6,0
경기도연성,1490,2018,1,11,21,0,0,0,-7,-6,0
경기도연성,1490,2018,1,11,22,0,0,0,-8,-7,0
경기도연성,1490,2018,1,11,23,0,0,0,-8,-7,0
경기도연성,1490,2018,1,12,0,0,0,0,-9,-7,0
경기도연성,1490,2018,1,12,1,0,26,0,-9,-7,0
경기도연성,1490,2018,1,12,2,0,0,0,-9,-8,0
경기도연성,1490,2018,1,12,3,0,16,0,-10,-8,0
경기도연성,1490,2018,1,12,4,0,0,0,-9,-8,0
경기도연성,1490,2018,1,12,5,0,0,0,-10,-8,0
경기도연성,1490,2018,1,12,6,0,11,0,-9,-8,0
경기도연성,1490,2018,1,12,7,0,0,0,-12,-10,0
경기도연성,1490,2018,1,12,8,2,38,0,-10,-9,0
경기도연성,1490,2018,1,12,9,178,95,16,0,-6,0
경기도연성,1490,2018,1,12,10,288,194,47,8,-3,0
경기도연성,1490,2018,1,12,11,1151,182,98,16,0,1
경기도연성,1490,2018,1,12,12,1213,182,93,18,1,1
경기도연성,1490,2018,1,12,13,1160,182,115,13,0,1
경기도연성,1490,2018,1,12,14,967,179,76,11,0,1
경기도연성,1490,2018,1,12,15,675,83,52,11,1,1
경기도연성,1490,2018,1,12,16,300,83,26,3,-1,0
경기도연성,1490,2018,1,12,17,29,26,0,-3,-2,0
경기도연성,1490,2018,1,12,18,0,19,0,-6,-4,0
경기도연성,1490,2018,1,12,19,0,0,0,-5,-4,0
경기도연성,1490,2018,1,12,20,0,14,0,-3,-3,0
경기도연성,1490,2018,1,12,21,0,16,0,-3,-2,0
경기도연성,1490,2018,1,12,22,0,0,0,-2,-2,0
경기도연성,1490,2018,1,12,23,0,0,0,-2,-2,0
경기도연성,1490,2018,1,13,0,0,33,0,-2,-2,0
경기도연성,1490,2018,1,13,1,0,0,0,-2,-2,0
경기도연성,1490,2018,1,13,2,0,0,0,-2,-2,0
경기도연성,1490,2018,1,13,3,0,14,0,-2,-2,0
경기도연성,1490,2018,1,13,4,0,0,0,-2,-2,0
경기도연성,1490,2018,1,13,5,0,16,0,-2,-2,0
경기도연성,1490,2018,1,13,6,0,0,0,-2,-2,0
경기도연성,1490,2018,1,13,7,0,21,0,-1,-2,0
경기도연성,1490,2018,1,13,8,0,0,0,-1,-1,0
경기도연성,1490,2018,1,13,9,35,31,0,1,0,0
경기도연성,1490,2018,1,13,10,38,74,0,3,2,0
경기도연성,1490,2018,1,13,11,52,103,0,4,2,0
경기도연성,1490,2018,1,13,12,110,67,21,4,3,0
경기도연성,1490,2018,1,13,13,332,74,43,6,4,1
경기도연성,1490,2018,1,13,14,645,263,170,12,6,1
경기도연성,1490,2018,1,13,15,191,43,50,10,5,0
경기도연성,1490,2018,1,13,16,179,59,33,7,5,0
경기도연성,1490,2018,1,13,17,38,21,0,2,3,0
경기도연성,1490,2018,1,13,18,0,0,0,-1,1,0
경기도연성,1490,2018,1,13,19,0,0,0,-1,1,0
경기도연성,1490,2018,1,13,20,0,23,0,-1,0,0
경기도연성,1490,2018,1,13,21,0,14,0,-2,0,0
경기도연성,1490,2018,1,13,22,0,0,0,-3,-1,0
경기도연성,1490,2018,1,13,23,0,0,0,-1,0,0
경기도연성,1490,2018,1,14,0,0,0,0,1,1,0
경기도연성,1490,2018,1,14,1,0,11,0,0,1,0
경기도연성,1490,2018,1,14,2,0,0,0,-1,1,0
경기도연성,1490,2018,1,14,3,0,0,0,-1,0,0
경기도연성,1490,2018,1,14,4,0,0,0,-3,0,0
경기도연성,1490,2018,1,14,5,0,0,0,-1,0,0
경기도연성,1490,2018,1,14,6,0,16,0,-2,-1,0
경기도연성,1490,2018,1,14,7,0,0,0,-1,-1,0
경기도연성,1490,2018,1,14,8,0,0,0,0,1,0
경기도연성,1490,2018,1,14,9,133,33,0,3,2,0
경기도연성,1490,2018,1,14,10,259,43,23,8,5,0
경기도연성,1490,2018,1,14,11,368,98,38,11,8,1
경기도연성,1490,2018,1,14,12,884,62,47,15,9,1
경기도연성,1490,2018,1,14,13,386,33,45,19,10,1
경기도연성,1490,2018,1,14,14,581,208,107,20,11,1
경기도연성,1490,2018,1,14,15,574,88,55,15,10,1
경기도연성,1490,2018,1,14,16,273,119,14,11,9,0
경기도연성,1490,2018,1,14,17,10,0,0,8,7,0
경기도연성,1490,2018,1,14,18,0,0,0,6,7,0
경기도연성,1490,2018,1,14,19,0,0,0,6,6,0
경기도연성,1490,2018,1,14,20,0,21,0,6,7,0
경기도연성,1490,2018,1,14,21,0,11,0,6,7,0
경기도연성,1490,2018,1,14,22,0,0,0,7,7,0
경기도연성,1490,2018,1,14,23,0,0,0,7,7,0
경기도연성,1490,2018,1,15,0,0,0,0,6,7,0
경기도연성,1490,2018,1,15,1,0,0,0,7,7,0
경기도연성,1490,2018,1,15,2,0,0,0,7,7,0
경기도연성,1490,2018,1,15,3,0,0,0,6,7,0
경기도연성,1490,2018,1,15,4,0,11,0,6,7,0
경기도연성,1490,2018,1,15,5,0,0,0,7,7,0
경기도연성,1490,2018,1,15,6,0,14,0,7,7,0
경기도연성,1490,2018,1,15,7,0,0,0,7,7,0
경기도연성,1490,2018,1,15,8,13,19,0,4,5,0
경기도연성,1490,2018,1,15,9,147,155,23,9,7,0
경기도연성,1490,2018,1,15,10,319,91,86,17,10,1
경기도연성,1490,2018,1,15,11,818,148,98,21,11,1
경기도연성,1490,2018,1,15,12,995,160,100,24,12,1
경기도연성,1490,2018,1,15,13,395,103,47,15,10,1
경기도연성,1490,2018,1,15,14,764,136,103,19,11,1
경기도연성,1490,2018,1,15,15,200,95,14,16,12,0
경기도연성,1490,2018,1,15,16,310,69,43,13,10,1
경기도연성,1490,2018,1,15,17,36,16,0,6,8,0
경기도연성,1490,2018,1,15,18,0,0,0,4,6,0
경기도연성,1490,2018,1,15,19,0,50,0,4,5,0
경기도연성,1490,2018,1,15,20,0,0,0,4,5,0
경기도연성,1490,2018,1,15,21,0,0,0,4,5,0
경기도연성,1490,2018,1,15,22,0,0,0,3,5,0
경기도연성,1490,2018,1,15,23,0,0,0,2,4,0
경기도연성,1490,2018,1,16,0,0,11,0,2,3,0
경기도연성,1490,2018,1,16,1,0,0,0,2,3,0
경기도연성,1490,2018,1,16,2,0,19,0,1,2,0
경기도연성,1490,2018,1,16,3,0,16,0,3,3,0
경기도연성,1490,2018,1,16,4,0,14,0,3,3,0
경기도연성,1490,2018,1,16,5,0,0,0,4,4,0
경기도연성,1490,2018,1,16,6,0,0,0,4,4,0
경기도연성,1490,2018,1,16,7,0,19,0,3,4,0
경기도연성,1490,2018,1,16,8,1,0,0,4,4,0
경기도연성,1490,2018,1,16,9,83,0,0,6,5,0
경기도연성,1490,2018,1,16,10,207,98,19,9,7,0
경기도연성,1490,2018,1,16,11,318,55,33,12,9,1
경기도연성,1490,2018,1,16,12,339,67,35,14,10,1
경기도연성,1490,2018,1,16,13,526,91,91,16,12,1
경기도연성,1490,2018,1,16,14,91,0,0,11,10,0
경기도연성,1490,2018,1,16,15,49,0,0,10,9,0
경기도연성,1490,2018,1,16,16,89,21,0,10,10,0
경기도연성,1490,2018,1,16,17,24,45,0,9,9,0
경기도연성,1490,2018,1,16,18,0,19,0,7,8,0
경기도연성,1490,2018,1,16,19,0,0,0,7,7,0
경기도연성,1490,2018,1,16,20,0,0,0,7,8,0
경기도연성,1490,2018,1,16,21,0,0,0,7,7,0
경기도연성,1490,2018,1,16,22,0,0,0,7,7,0
경기도연성,1490,2018,1,16,23,0,0,0,6,7,0
경기도연성,1490,2018,1,17,0,0,0,0,6,7,0
경기도연성,1490,2018,1,17,1,0,0,0,6,6,0
경기도연성,1490,2018,1,17,2,0,0,0,5,6,0
경기도연성,1490,2018,1,17,3,0,14,0,5,5,0
경기도연성,1490,2018,1,17,4,0,0,0,5,6,0
경기도연성,1490,2018,1,17,5,0,0,0,6,6,0
경기도연성,1490,2018,1,17,6,0,0,0,5,5,0
경기도연성,1490,2018,1,17,7,0,0,0,5,5,0
경기도연성,1490,2018,1,17,8,1,16,0,5,5,0
경기도연성,1490,2018,1,17,9,104,31,0,5,6,0
경기도연성,1490,2018,1,17,10,163,45,0,10,8,0
경기도연성,1490,2018,1,17,11,348,38,50,16,11,1
경기도연성,1490,2018,1,17,12,869,165,88,26,15,1
경기도연성,1490,2018,1,17,13,235,33,40,12,10,0
경기도연성,1490,2018,1,17,14,670,175,76,20,11,1
경기도연성,1490,2018,1,17,15,443,86,50,18,12,1
경기도연성,1490,2018,1,17,16,223,62,11,14,11,0
경기도연성,1490,2018,1,17,17,30,67,0,8,8,0
경기도연성,1490,2018,1,17,18,0,0,0,5,6,0
경기도연성,1490,2018,1,17,19,0,0,0,3,5,0
경기도연성,1490,2018,1,17,20,0,0,0,3,4,0
경기도연성,1490,2018,1,17,21,0,0,0,3,4,0
경기도연성,1490,2018,1,17,22,0,0,0,4,5,0
경기도연성,1490,2018,1,17,23,0,0,0,4,5,0
경기도연성,1490,2018,1,18,0,0,0,0,5,6,0
경기도연성,1490,2018,1,18,1,0,0,0,5,5,0
경기도연성,1490,2018,1,18,2,0,0,0,5,6,0
경기도연성,1490,2018,1,18,3,0,0,0,5,6,0
경기도연성,1490,2018,1,18,4,0,0,0,4,5,0
경기도연성,1490,2018,1,18,5,0,19,0,4,5,0
경기도연성,1490,2018,1,18,6,0,0,0,2,4,0
경기도연성,1490,2018,1,18,7,0,14,0,4,4,0
경기도연성,1490,2018,1,18,8,0,0,0,2,4,0
경기도연성,1490,2018,1,18,9,89,57,0,4,5,0
경기도연성,1490,2018,1,18,10,152,95,21,6,5,0
경기도연성,1490,2018,1,18,11,308,105,43,9,7,1
경기도연성,1490,2018,1,18,12,409,115,47,11,7,1
경기도연성,1490,2018,1,18,13,523,110,57,13,8,1
경기도연성,1490,2018,1,18,14,657,105,71,14,9,1
경기도연성,1490,2018,1,18,15,404,69,47,12,9,1
경기도연성,1490,2018,1,18,16,122,14,0,9,8,0
경기도연성,1490,2018,1,18,17,31,23,0,7,7,0
경기도연성,1490,2018,1,18,18,0,0,0,5,6,0
경기도연성,1490,2018,1,18,19,0,0,0,5,5,0
경기도연성,1490,2018,1,18,20,0,0,0,4,5,0
경기도연성,1490,2018,1,18,21,0,0,0,3,5,0
경기도연성,1490,2018,1,18,22,0,14,0,4,5,0
경기도연성,1490,2018,1,18,23,0,16,0,4,4,0
경기도연성,1490,2018,1,19,0,0,28,0,3,4,0
경기도연성,1490,2018,1,19,1,0,0,0,3,4,0
경기도연성,1490,2018,1,19,2,0,0,0,2,3,0
경기도연성,1490,2018,1,19,3,0,0,0,2,3,0
경기도연성,1490,2018,1,19,4,0,14,0,2,3,0
경기도연성,1490,2018,1,19,5,0,0,0,2,3,0
경기도연성,1490,2018,1,19,6,0,0,0,0,2,0
경기도연성,1490,2018,1,19,7,0,19,0,-2,1,0
경기도연성,1490,2018,1,19,8,22,107,0,-2,0,0
경기도연성,1490,2018,1,19,9,158,115,11,7,3,0
경기도연성,1490,2018,1,19,10,316,139,55,19,10,1
경기도연성,1490,2018,1,19,11,920,151,83,19,9,1
경기도연성,1490,2018,1,19,12,1066,196,95,26,12,1
경기도연성,1490,2018,1,19,13,1030,163,100,21,10,1
경기도연성,1490,2018,1,19,14,847,134,79,20,10,1
경기도연성,1490,2018,1,19,15,605,95,50,16,10,1
경기도연성,1490,2018,1,19,16,288,83,28,10,8,0
경기도연성,1490,2018,1,19,17,48,45,0,6,6,0
경기도연성,1490,2018,1,19,18,0,0,0,2,4,0
경기도연성,1490,2018,1,19,19,0,14,0,1,4,0
경기도연성,1490,2018,1,19,20,0,0,0,0,3,0
경기도연성,1490,2018,1,19,21,0,0,0,0,3,0
경기도연성,1490,2018,1,19,22,0,16,0,0,2,0
경기도연성,1490,2018,1,19,23,0,19,0,0,2,0
경기도연성,1490,2018,1,20,0,0,0,0,-1,1,0
